uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:jelcnzcsvnrhx7cpwqjhhrov/app.bsky.feed.post/3mkbu6wxhl22s,"I, uh, wish that were true? My family's canton has a 0.96% vacancy (rental/sale housing). NIMBYism certainly takes a different form, but continental Europe is certainly deep in a housing crisis as well.

www.vd.ch/territoire-e...",tsch.uy,22,1,0,LEVEL_2_STRUGGLING,2026-04-25T01:09:50.483Z,housing crisis,housing_despair
at://did:plc:k4jt6heuiamymgi46yeuxtpt/app.bsky.feed.post/3mk6drkirwl2e,"When two men announced their plans to solve this Illinois town’s housing crisis with a 3D printer, City Council member Connie Williams warned them not to make promises they couldn’t keep.

“They were like, ‘No, no … God sent us,’” she said.

With @capitolnewsil.bsky.social ",propublica.org,174,17,58,LEVEL_2_STRUGGLING,2026-04-23T15:38:02.11224293Z,housing crisis,housing_despair
at://did:plc:kpsurb5nnrn2ds2vjtntjmh4/app.bsky.feed.post/3mkfmrrmbx226,"1. People are leaving California. 
2. California has a housing crisis. 

Unless they’re taking their houses with them, seems win-win.",jagsaysstupid.bsky.social,9,0,1,LEVEL_2_STRUGGLING,2026-04-26T13:07:51.428Z,housing crisis,housing_despair
at://did:plc:ormie3tjweyhnqckjlzowoxg/app.bsky.feed.post/3mkbrzwo4te2l,"Amidst an affordable housing crisis, seeing these community-sustained gems across the East Vancouver neighbourhood makes author Emilie Adin’s day. 🍋🦴 ",thetyee.ca,24,1,5,LEVEL_2_STRUGGLING,2026-04-25T00:31:14.683340Z,housing crisis,housing_despair
at://did:plc:qnyq7wies2uc56bzqmfz4q25/app.bsky.feed.post/3mjzwhus6722r,Honestly the most worrying thing about Becerra is that he just doesn't seem to have thought about the housing crisis very much. Dealing with the housing crisis is and will continue to be the California governor's #1 job.,resnikoff.bsky.social,117,4,16,LEVEL_2_STRUGGLING,2026-04-21T21:29:19.780Z,housing crisis,housing_despair
at://did:plc:cmvp2dfgs7qrfjo5n27limmf/app.bsky.feed.post/3mk7lm7crsk25,"WSJ: Red-Hot Housing Market Fuels Mortgage Borrowing Record and soaring household wealth of richest 20% Americans.  

Flipside? Renters crisis with surging home prices. Evictions. Homelessness. Misallocation. Demographic decline www.wsj.com/economy/hous...",70sbachchan.bsky.social,38,1,3,LEVEL_3_CRISIS,2026-04-24T03:30:52.298Z,housing crisis,housing_despair
at://did:plc:rmbfqraibpzbhjghsxrvksyr/app.bsky.feed.post/3mke5y7t5qk2j,"This week, I met with NJ leaders from @NNA_US to discuss their work in helping New Jerseyans become homeowners, repairing homes, and managing rentals.

It was great to hear how I can help them take on the housing crisis and support their critical work for New Jersey.",kim.senate.gov,29,2,4,LEVEL_2_STRUGGLING,2026-04-25T23:10:21.772Z,housing crisis,housing_despair
at://did:plc:xpq4huatn7rzizjhy7oijexv/app.bsky.feed.post/3mk52uxchjc2h,also legit what are these progressive slop policies. looking forward to ending the housing crisis by taking on predatory lendinf,tiredgenerally.bsky.social,58,1,1,LEVEL_2_STRUGGLING,2026-04-23T03:26:12.802Z,housing crisis,housing_despair
at://did:plc:dzvxvsiy3maw4iarpvizsj67/app.bsky.feed.post/3mkaoifytck22,Consider though the reason the US has a housing crisis is because too much housing development is democratically opposed by people who dont want to lose their property value and they are willing to create a mass homelessness problem to do it.,dollspace.gay,16,1,1,LEVEL_3_CRISIS,2026-04-24T13:55:06.058Z,housing crisis,housing_despair
at://did:plc:pdbljy6r5xannyn2ksdgqcj5/app.bsky.feed.post/3mk7iqzkjms2f,The city could really alleviate its housing crisis by expropriating two or even three of the fenced-off parking lots downtown and turning them into fourplexes. Or more!!,sesmith.lol,32,4,0,LEVEL_2_STRUGGLING,2026-04-24T02:39:52.807Z,housing crisis,housing_despair
at://did:plc:pxw6jtzgoel2frax3mdggfwi/app.bsky.feed.post/3mkd3nczkuc2x,"April 25th

Rules:
This thread is for housing needs (rent, eviction, hotels, security deposits, moving).

Every one is allowed.

No flashing gifs.

Mark any graphic media-graphic.

Share others in thread.

This is daily because housing is fragile and we’re in a crisis.",rubyraysapphire.bsky.social,18,24,22,LEVEL_1_AWARE,2026-04-25T12:55:48.826Z,housing crisis,housing_despair
at://did:plc:pxw6jtzgoel2frax3mdggfwi/app.bsky.feed.post/3mkfmhrcfu22x,"April 26th

Rules:
This thread is for housing needs (rent, eviction, hotels, security deposits, moving).

Every one is allowed.

No flashing gifs.

Mark any graphic media-graphic.

Share others in thread.

This is daily because housing is fragile and we’re in a crisis.",rubyraysapphire.bsky.social,23,11,23,LEVEL_1_AWARE,2026-04-26T13:02:15.556Z,housing crisis,housing_despair
at://did:plc:f5z4p6xjqr6tkn2dcb5ubtsn/app.bsky.feed.post/3mkbhpwc3ec2t,"Exactly. In fact, Obama really paved the way for Trump after:

- leading us from 2 wars to 7
- bailing out the banks after the 2008 housing crisis, tanking generational wealth
- letting the local officials off the hook for the poisoned water in Flint, MI

We need to move past the duopoly.",davidsaysthat.com,36,2,2,LEVEL_2_STRUGGLING,2026-04-24T21:26:41.566Z,housing crisis,housing_despair
at://did:plc:3xo6vzgt4ai53idtmjyafcyd/app.bsky.feed.post/3mkertrp4vd24,"The housing crisis isn't a failure of political will. It's the system working exactly as designed for the people who profit from scarcity.

Accountability shouldn't require a generation priced out of shelter.",alexavee.me,8,0,3,LEVEL_3_CRISIS,2026-04-26T05:05:47.511Z,housing crisis,housing_despair
at://did:plc:tgbv2ead7fjncm4q7x7fcm6i/app.bsky.feed.post/3mkgpjvc6z22d,The affordability crisis is driven by a housing crisis and we need leaders at every level ready to tackle both. I’ve supported rezoning to increase supply in Albany and in Congress I’ll fight every day to make your life more affordable.,alexbores.nyc,12,1,3,LEVEL_2_STRUGGLING,2026-04-26T23:29:47.820Z,housing crisis,housing_despair
at://did:plc:c77dnzyfnoins3d2v3nwmqtj/app.bsky.feed.post/3mk4ihaazd22g,"The fuel crisis has turbocharged the housing affordability crisis. Rents soaring, vacancy rates plummeting, house prices skyrocketing.

Many people are facing a terrifying reality: in the coming months, they'll simply have nowhere to live.",larissawaters.bsky.social,23,3,8,LEVEL_3_CRISIS,2026-04-22T21:56:25.065Z,housing crisis,housing_despair
at://did:plc:npyay3n57zdmft5ofccyqyx5/app.bsky.feed.post/3mkfzz6ls4222,"been a bit silent and unable to sit down properly for art lately, as i’ve been incredibly busy but with good things!

my husband i recently overcame the housing crisis in our country & we’ll be moving within 2 months 🥹 it’s a PERFECT 2 bedroom ground floor place with a garden! we’re so stoked!!",lunarclaws.bsky.social,21,1,1,LEVEL_2_STRUGGLING,2026-04-26T17:04:38.569Z,housing crisis,housing_despair
at://did:plc:izc4epknbvpf2hk3gq7evk4k/app.bsky.feed.post/3mkbncpeddk2q,The solution to the housing crisis is for the government to build one bajillion homes and give them out for free as part of what you get in exchange for your taxes.,demigirlboss.bsky.social,10,3,0,LEVEL_2_STRUGGLING,2026-04-24T23:06:40.543Z,housing crisis,housing_despair
at://did:plc:wm267ncadvnk3aa3s7v6erfi/app.bsky.feed.post/3mk7rznts4k2p,"The housing crisis is the result of political choices, decades of policies that have treated homes as financial assets rather than places to live. 

Had the pleasure to have a debate on @euronews.com about the solutions to the crisis. 

Go watch it here:

www.euronews.com/my-europe/20...",mariaohisalo.vihreat.fi,16,0,0,LEVEL_2_STRUGGLING,2026-04-24T05:25:46.192Z,housing crisis,housing_despair
at://did:plc:fdwrurmxsf5skp4ygitlp526/app.bsky.feed.post/3mk7qql6wyk2t,"This shit is gonna make the housing crisis look like a cake walk when the loans go into default and the banks start freezing accounts, markets stop trading because of the sell offs, and the retail bank runs start.",la-tron.bsky.social,18,1,0,LEVEL_2_STRUGGLING,2026-04-24T05:02:47.682Z,housing crisis,housing_despair
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3mk35oduzn224,"""It's not a housing crisis, it's a choice""

Damn right.

#IrishPol",darylfeehely.com,15,0,2,LEVEL_2_STRUGGLING,2026-04-22T09:10:52.860Z,housing crisis,housing_despair
at://did:plc:mdbwtfpaihd5ofb6g4xsg2al/app.bsky.feed.post/3mk77jgvy7k2i,"Housing affordability is a top priority for Oregonians, and it’s directly related to housing supply. The reforms we’ve advanced are helping turn the corner on this crisis, and these new bills will keep expanding access to homes for Oregonians at all income levels. www.kptv.com/2026/04/22/k...",tinakotek.bsky.social,26,3,5,LEVEL_1_AWARE,2026-04-23T23:54:34.702Z,housing crisis,housing_despair
at://did:plc:eam4odatenowhwdlijf3ypz4/app.bsky.feed.post/3mk35xbrudc2z,It’s not a housing crisis. It’s a government choice. It’s not market dysfunction. It’s profit extraction. Homelessness is not a bug. It’s a policy feature.,tonygroves.bsky.social,30,1,13,LEVEL_3_CRISIS,2026-04-22T09:15:52.648Z,housing crisis,housing_despair
at://did:plc:fjbjg2qjfhbkmohhkspsnvlx/app.bsky.feed.post/3mka3sa34ds2j,"Does the council CPO derelict buildings to address the housing crisis by turning them into homes?
Or should the council address dereliction as public good in and of itself regardless of whether it is value for money on housing?
www.irishtimes.com/ireland/hous...",janetphorner.bsky.social,9,1,5,LEVEL_2_STRUGGLING,2026-04-24T08:20:34.290Z,housing crisis,housing_despair
at://did:plc:cmvp2dfgs7qrfjo5n27limmf/app.bsky.feed.post/3mkb5vmhmjc2e,"As put by JP Morgan: ""In bear markets, stocks return to their rightful owners""
ie Only those w privileged access to credit & high quality collateral survive. With each financial crisis since 1980s there has been wave of consolidation across all industries, inc housing assets
bsky.app/profile/70sb...",70sbachchan.bsky.social,25,0,15,LEVEL_1_AWARE,2026-04-24T18:30:55.170Z,housing crisis,housing_despair
at://did:plc:zdduilknsuqlql34lkbf5ge5/app.bsky.feed.post/3mk5xjtbqac2n,"Why can’t we solve our housing crisis? Because the people in power are the people whose actions or inactions caused it.

They can’t advocate for change, because that would be an admission that different priorities were appropriate and they will not do that.",tupped.bsky.social,32,2,4,LEVEL_2_STRUGGLING,2026-04-23T11:58:57.998Z,housing crisis,housing_despair
at://did:plc:wvxgsimenfv767rure45jv44/app.bsky.feed.post/3mk4mpoonzk2x,Are we in a housing crisis or not,3deckerlaura.bsky.social,7,2,1,LEVEL_2_STRUGGLING,2026-04-22T23:12:43.607Z,housing crisis,housing_despair
at://did:plc:c77dnzyfnoins3d2v3nwmqtj/app.bsky.feed.post/3mk4ihaanm22g,"Renters are facing some of the worst housing insecurity in living memory, and the fuel crisis is making it worse.

The PM must use National Cabinet today to coordinate a nationwide rent freeze and ban on evictions, just like Vic did during COVID. The only barrier is political will.",larissawaters.bsky.social,55,5,20,LEVEL_1_AWARE,2026-04-22T21:56:25.064Z,housing crisis,housing_despair
at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.feed.post/3mk7ozdvrt22f,What housing crisis?,lalegault.bsky.social,4,0,3,LEVEL_2_STRUGGLING,2026-04-24T04:31:54.549Z,housing crisis,housing_despair
at://did:plc:hyznmfkp6yq43626qcfwivoj/app.bsky.feed.post/3mkgku3sazc2l,"“Oregon Gov. Tina Kotek signed 6 housing bills into law on Wednesday & went straight at the people profiting from the crisis.

The bills give families a 90-day head start before private equity can touch a single-family home listing. A $20million loan fund forces affordable housing into the pipeline”",liveadivinelife.bsky.social,7,0,5,LEVEL_1_AWARE,2026-04-26T22:06:01.474Z,housing crisis,housing_despair
at://did:plc:aokun7ktw65zn7esn3o4tikm/app.bsky.feed.post/3mkd4wksot22a,Like if Fianna Fáil and Fine Gael aren’t going to do anything about the housing crisis then they might as well let people smoke weed in the rain.,ernekid.bsky.social,4,0,1,LEVEL_2_STRUGGLING,2026-04-25T13:18:52.725Z,housing crisis,housing_despair
at://did:plc:kib4izpjy2tsh7idk44hbtae/app.bsky.feed.post/3mk5foxo6zs2s,They started the housing crisis when Banks and Private equity bought up foreclosed properties for pennies on the dollar and turned them into rentals.,kathleenn.bsky.social,8,0,1,LEVEL_2_STRUGGLING,2026-04-23T06:39:43.020Z,housing crisis,housing_despair
at://did:plc:cacesnuqvmbyni2q5admb2rl/app.bsky.feed.post/3mkaqlxx6bc2f,The housing market IS the housing crisis. It's just a matter of perspective.,conorsmith.ie,3,0,0,LEVEL_2_STRUGGLING,2026-04-24T14:32:53.025Z,housing crisis,housing_despair
at://did:plc:h25avmes6g7fgcddc3xj7qmg/app.bsky.feed.post/3mkfvlomgqc2i,Archaeological looting and anglosphere housing crisis common cause: Anglos are a little too enthused about historic preservation.,moultano.bsky.social,3,0,0,LEVEL_2_STRUGGLING,2026-04-26T15:45:30.636Z,housing crisis,housing_despair
at://did:plc:elgt6wavoz7ilfulhmcmbx6o/app.bsky.feed.post/3mk4l6vzqnk26,"Flagship program to deal with a generational housing crisis becomes a small-scale transfer program blob.

Ok, wrap it up.",kwilsonhfx.bsky.social,11,0,1,LEVEL_2_STRUGGLING,2026-04-22T22:45:27.143Z,housing crisis,housing_despair
at://did:plc:g5n6tmh54utzmwjregfbb7ul/app.bsky.feed.post/3mkfdce7squ22,"Addressing Orlando’s affordable-housing crisis begins with removing development barriers, increasing support for affordable housing and bringing public and private partners together to invest in real solutions.",orlandosentinel.com,3,0,0,LEVEL_2_STRUGGLING,2026-04-26T10:18:09.286Z,housing crisis,housing_despair
at://did:plc:qfewo4hupsdfuvx6i3bknm6o/app.bsky.feed.post/3mjzjyyejqc25,"Gov. Pritzker's BUILD plan, a slate of six bills to address Illinois' housing crisis, is going to a Senate hearing this week!

Learn about the package and contact your legislators to support here: buildforil.org",danielkayhertz.bsky.social,57,3,19,LEVEL_2_STRUGGLING,2026-04-21T17:46:15.307Z,housing crisis,housing_despair
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3mkhw6ctbhc2c,"‘shedshits’ if politicians spent time promoting housing that people need  – affordable … available to buy – as they do defending housing that few want – expensive, for rent, & of reduced standards –then Ireland’s housing perma-crisis would quickly start to resolve 
www.irishtimes.com/opinion/2026...",drmarymcauliffe.bsky.social,4,0,1,LEVEL_1_AWARE,2026-04-27T11:01:15.289Z,housing crisis,housing_despair
at://did:plc:efpxdgsxdnfoermfwi3a6vtg/app.bsky.feed.post/3mk3ubmx5ic2l,"One effect of the housing crisis - and the lack of condos - in California is that we now have a new sort of class politics, this one's around being a renter, rather than type of job.",alfredtwu.com,27,0,3,LEVEL_2_STRUGGLING,2026-04-22T15:55:22.217Z,housing crisis,housing_despair
at://did:plc:awjttox4e3qtfr42ebrmupt4/app.bsky.feed.post/3mk62qyiojk2q,"If Democrats want to bring in young voters, we need to quickly & meaningfully tackle the housing crisis -- that means winning & then quickly making progress at the levels of govt that can actually take real action, & amplifying those state & local leaders over & over again.",amandalitman.bsky.social,38,4,10,LEVEL_2_STRUGGLING,2026-04-23T12:56:39.573Z,housing crisis,housing_despair
at://did:plc:cmqjxlkifn2xsllrc4zlnjlh/app.bsky.feed.post/3mk472lw7qc2v,"""I have invented a magic wand; with a swish and a magic word, I can create an endless supply of furnished homes, with modern amenities. I plan to use it to solve the housing crisis by pointing it in the air and dropping houses on poor people, crushing them and reducing the demand for housing.""",badfengshui.bsky.social,20,0,1,LEVEL_2_STRUGGLING,2026-04-22T19:08:17.419Z,housing crisis,housing_despair
at://did:plc:xleg6bblixzl6dbc77na5r57/app.bsky.feed.post/3mk62q3y3fk26,"This is not a solution to the housing crisis. But it does show where this government's sympathies lie - with landlords, not with tenants.",ray-cunningham.bsky.social,5,0,2,LEVEL_2_STRUGGLING,2026-04-23T12:56:09.668Z,housing crisis,housing_despair
at://did:plc:u7c2oukqvfxklexwqib7e4q5/app.bsky.feed.post/3mjyssrmysk2p,"The Govt's ‘beds in sheds’ plan going before Cabinet today is a recipe for exploitation and substandard accommodation.

Hiding a generation in back gardens is not a solution to our housing crisis.",social-democrats.bsky.social,34,0,16,LEVEL_2_STRUGGLING,2026-04-21T10:51:10.858Z,housing crisis,housing_despair
at://did:plc:ih3ddrxdlgmk2gux5tntdosj/app.bsky.feed.post/3mk6uqqmnns2o,New Hampshire is facing a housing crisis – prices are too high and supply is too low. I am proud to be working with NH Housing Association to address this crisis and make the cornerstone of the American Dream — having a home — possible for every Granite Stater.,goodlander.house.gov,5,2,2,LEVEL_2_STRUGGLING,2026-04-23T20:41:48.601Z,housing crisis,housing_despair
at://did:plc:uiegm3sn64cdmmwjpq7z7hz7/app.bsky.feed.post/3mk33op242c2l,"Or that he owns 4 homes including this one his girlfriend bought him in Clacton, which sits empty 99% of the time - yet blames immigrants for the housing crisis 

 share.google/8yIl9Bjv0Gas...",chloelewis.bsky.social,26,0,12,LEVEL_2_STRUGGLING,2026-04-22T08:35:17.077Z,housing crisis,housing_despair
at://did:plc:aa245ktw34fkioyycpf4lwnh/app.bsky.feed.post/3mk2lwo7tws2j,I have been reporting on the rent tech space for a bit and it's good to see this decision - and also the commissioner specifically pointing out the power imbalance between renters and real estate agents in a housing crisis. www.theguardian.com/technology/2...,joshtaylor.bsky.social,64,3,31,LEVEL_2_STRUGGLING,2026-04-22T03:53:24.783Z,housing crisis,housing_despair
at://did:plc:6qdwsndrkfxlygvafml6f3j5/app.bsky.feed.post/3mk572hwank27,"“freeze housing insurance” is not a serious answer. that’s probably the best way to make the insurance crisis even worse

I want to like Becerra but his positions on housing, CA’s #1 issue, are just not acceptable",peterwj.bsky.social,6,0,0,LEVEL_1_AWARE,2026-04-23T04:40:52.966Z,housing crisis,housing_despair
at://did:plc:klvir452fo3zk5kypcr7lbpv/app.bsky.feed.post/3mk5khngses2w,"Labor’s response to the housing crisis in NSW was to change legislation so that struggling people could legally sleep in their cars.
Labor treats us like💩 whilst dining out foreign corporations & regimes on our tax payments. They’re vile!
No surprise they’d take from those in need for the US
#auspol",healthbud.bsky.social,14,0,1,LEVEL_2_STRUGGLING,2026-04-23T08:05:06.120Z,housing crisis,housing_despair
at://did:plc:4mc6c6brsbo7pzn4ni4luqcz/app.bsky.feed.post/3mk3oxboyjk2w,"Hello. I am currently in crisis mode cause I recently lost my job right before a big move, and a job I was suppose to be getting was rug-pulled from under me. I am trying to fix that so I become eligible for housing again. Until then, I would ask again for any help people might be willing to give me",starbladeknight.bsky.social,29,0,63,LEVEL_1_AWARE,2026-04-22T14:20:06.167Z,housing crisis,housing_despair
at://did:plc:eywakmz4dabroc2sehjcdjri/app.bsky.feed.post/3mk7athlikc2y,"Our government is building more homes faster than in generations to tackle the housing crisis.

I was happy to join the Prime Minister to announce federal funding for over 1100 new homes in Ottawa, including 2 affordable housing projects with over 400 homes in #OttawaCentre.",yasirnaqvicdn.bsky.social,5,1,2,LEVEL_2_STRUGGLING,2026-04-24T00:18:04.693Z,housing crisis,housing_despair
at://did:plc:4sfan3x23tlnhkr4pk32yofr/app.bsky.feed.post/3mkfrmunvz22q,"Blobs will be compensated in many ways for letting their body be used to help combat the housing crisis and keep tons of people out of danger! After all, if you’re as big as an apartment complex, might as well become one and give back to the community that fed ya!",brcm.bsky.social,5,1,1,LEVEL_2_STRUGGLING,2026-04-26T14:34:35.565Z,housing crisis,housing_despair
at://did:plc:w7io4e4c5h7xkl6g2uvk2nq2/app.bsky.feed.post/3mk6bvexdu222,"A thing to understand about @mitchgreen.bsky.social is it’s unusual for elected officials to rate the work of academics and subject matter experts above the wheedling of industry lobbyists and the whining of local nutjobs, but here he is. Keep this guy posting for D4 secure.actblue.com/donate/m4pdx",justinskolnick.bsky.social,27,2,6,LEVEL_1_AWARE,2026-04-23T15:04:23.038Z,housing crisis,housing_despair
at://did:plc:klj5q7cnbmt4pryeaegonnhi/app.bsky.feed.post/3mkerrv32522e,"Fri 24 Apr

What has 94 seats, cries poor about 
⭐️NDIS
⭐️Housing the homeless
⭐️Raising the rate
⭐️Funding nature protection & repair

But WON'T
💥END AUKUS
💥END Fossil Fuel Subsidies
💥END Negative Gearing
💥STOP Approving Coal, Gas, Oil projects
💥IMPOSE modest 25% tax on gas exports❓️

#LaborPriorit",yungenchee.bsky.social,29,3,16,LEVEL_3_CRISIS,2026-04-26T05:04:44.025Z,housing crisis,housing_despair
at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3mk3kw34mss2l,"Ah yes. That'll fix it. Such a brave and bold statement from Séamus. Well done Séamus. The housing ""crisis"" is sorted.",lokideburca.bsky.social,7,2,0,LEVEL_1_AWARE,2026-04-22T13:07:50.751Z,housing crisis,housing_despair
at://did:plc:2swttnibw2v44fsavbv5ly4n/app.bsky.feed.post/3mjxohl6mps2h,"We endorse Melat Kiros for Congress in Colorado’s 1st District!

@melatkirosco.bsky.social is running on Medicare for All, Housing First, and universal childcare.

In Denver, where rising costs are pushing folks to the brink, she’s organizing for real solutions that meet the scale of the crisis.",brucedlittle.bsky.social,69,4,25,LEVEL_1_AWARE,2026-04-21T00:00:40.289Z,housing crisis,housing_despair
at://did:plc:465tbrqfeduj3lhludc6nbog/app.bsky.feed.post/3mkhamropn725,We need to be building thousands of houses on ‘mega’ sites to solve housing crisis,irishtimes.com,4,0,1,LEVEL_2_STRUGGLING,2026-04-27T04:35:38Z,housing crisis,housing_despair
at://did:plc:p47geebgenefspwmcwgrsnh4/app.bsky.feed.post/3mkdfmivgrc2v,"But y'all chose not to do that. Because you guys say that his base is formidable with some democratic ideals? So universal healthcare, some form of that, nullifying student loans and then making college free, fixing the housing crisis, ending the war on drugs, all of this stuff",bethechange19.bsky.social,5,1,0,LEVEL_2_STRUGGLING,2026-04-25T15:54:17.766Z,housing crisis,housing_despair
at://did:plc:sqnnthrwp3apucyy35jw4dqz/app.bsky.feed.post/3mjxeghiuft27,"The housing crisis isn’t a hoax. It’s reshaping our communities, pricing families out, and widening the housing inequality gap.
 
We need policies that prioritize people over profits and make affordable housing a reality for everyone.",robinkelly.house.gov,11,0,6,LEVEL_2_STRUGGLING,2026-04-20T21:01:05.409Z,housing crisis,housing_despair
at://did:plc:n6ybmngmohwivlhrvtcnixow/app.bsky.feed.post/3mkfunuhqtk2l,"On the EU energy crisis:

""this crisis will be as severe as the 1973 and 2022 crisis combined""

""Even the best case scenario is bad""

-EU commissioner for energy and housing Dan jørgensen-",sig321.bsky.social,1,0,0,LEVEL_1_AWARE,2026-04-26T15:28:50.133Z,housing crisis,housing_despair
at://did:plc:r5lyad6ldsp24ylfof65ggp2/app.bsky.feed.post/3mkapilut422v,"Close all of your European military bases and fuck off back to America then.

I'd be delighted if I didn't have to deal with the thousands of USAF grunts in my area who drive like total cunts and make our housing crisis worse.",raspberryalchemist.bsky.social,3,0,0,LEVEL_2_STRUGGLING,2026-04-24T14:13:05.961Z,housing crisis,housing_despair
at://did:plc:s2tgv7qak5yhjn2fzv5ymk55/app.bsky.feed.post/3mkalanjckc2n,UK has a lower vacancy rate than most countries in continental Europe and a worse housing crisis because the real problem is that we don't build enough houses,lnt.bsky.social,3,0,0,LEVEL_2_STRUGGLING,2026-04-24T12:57:04.277Z,housing crisis,housing_despair
at://did:plc:ed63zp3ko7gvx6cfpxko45mo/app.bsky.feed.post/3mkbgdofr5k2e,"#PierrePoilievre isn’t interested in working on any of these issues. He’s interested in obstruction, lying, impeding gov’t & seeking gov’t failures so he can endlessly campaign. PP & most of #CPC voted against every measures that would help Canadians with the (global) affordability crisis. #cdnpoli",heathermoandco.bsky.social,23,4,7,LEVEL_1_AWARE,2026-04-24T21:01:56.900Z,housing crisis,housing_despair
at://did:plc:drm5tzq3p73ewlebmjcsyf3x/app.bsky.feed.post/3mk5jdpksp22k,"The delivery of our manifesto will transform Newham, alleviate poverty, drastically improve our environment, and tackle the housing crisis.

On Thursday 7 May, vote Green and help us build a Newham we can be proud of.",areeq.bsky.social,5,0,4,LEVEL_2_STRUGGLING,2026-04-23T07:45:00.389Z,housing crisis,housing_despair
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3mjxeuum2tk2i,"This isn't Fianna Fáil and Fine Gael trying to address the housing crisis. It's FFG addressing the ""running out of landlords who will vote for us"" crisis.
Can't afford a second property? Not to worry, FFG will let you start your landlord career from a shed... but only if you vote for them #spéirgorm",robosullivan.bsky.social,32,0,10,LEVEL_2_STRUGGLING,2026-04-20T21:09:08.958Z,housing crisis,housing_despair
