uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:sw4wu2khare3t6kz3z5iyb2s/app.bsky.feed.post/3mkxfynqsvc24,"#AwesomeCharacters So, for the crew: 
- Fest gets an allowance from his parents, which he spends on books
- Viola saves up her pay for treats/nights out
- Mortimer's living paycheck to paycheck
- Sabbat spends his money keeping his gear in good nick
- Archer saves a fair bit, but also buys books",saranadosfiction.com,13,1,0,LEVEL_2_STRUGGLING,2026-05-03T14:54:21.362Z,paycheck to paycheck,wage_stagnation
at://did:plc:svawqo4jxobyyuqmixplvcux/app.bsky.feed.post/3mkonfeqztk24,"It turns out that managing a large, international newsroom with veteran journalists is a lot more complex than running an anti-woke blog staffed by your wife, your sister, and some hack columnists who are just glad to finally get a steady paycheck.",bgrueskin.bsky.social,288,7,68,LEVEL_1_AWARE,2026-04-30T03:12:46.686Z,paycheck to paycheck,wage_stagnation
at://did:plc:addrkv7zof5h5ryknwpsy3ux/app.bsky.feed.post/3mkxx77ytr22g,"Watched a news story about pawn shops seeing a massive rise in business as the economy falls to shit and the dude who ran this pawn shop said, ""People are working, but then they've got too much week left at the end of their paycheck.""",johnxuandou.bsky.social,34,0,6,LEVEL_1_AWARE,2026-05-03T20:02:15.437Z,paycheck to paycheck,wage_stagnation
at://did:plc:tbdserl6vuabnxgseyrbhlgs/app.bsky.feed.post/3mkuosrqi4s2g,I haven’t had a regular paycheck in 8 months. I’m just trying not to lose my house.,cissypants.bsky.social,8,2,0,LEVEL_1_AWARE,2026-05-02T12:54:08.680Z,paycheck to paycheck,wage_stagnation
at://did:plc:erboxabfvlrdvp3dmldwwglq/app.bsky.feed.post/3mky7e3jzos2i,"If he owns a farm, he has $$$, not working class, living paycheck to paycheck.

Since he won't bother to say ""no"" to the people actively hurting him (you know, helping himself), he has to live with what he gets. No sympathy.",starbucksgirl51.bsky.social,14,0,1,LEVEL_2_STRUGGLING,2026-05-03T22:28:08.464Z,paycheck to paycheck,wage_stagnation
at://did:plc:xcspndyerxcvbtpc2j6n4g3a/app.bsky.feed.post/3mkwsulpgik2w,"#Mememay

Virgil is a brilliant, self loathing, weasel who cares way more than he thinks he does and is so proud he comes through it from the other side and it became heroism by accident.

#WriteSky #WritingCommunity",zprospero.bsky.social,41,5,4,LEVEL_1_AWARE,2026-05-03T09:12:03.905Z,paycheck to paycheck,wage_stagnation
at://did:plc:gdex6ilhrni5qgrb5j4k2hl6/app.bsky.feed.post/3mksuxdf5jk2m,"Maybe it's because I'm on hrt and generally feeling way more hopeful for my future than I ever have, I'm realizing I need to stretch my wings a bit

Getting exhausted with living paycheck to paycheck without any savings, no wiggle room to buy amenities that I've wanted but just haven't",draggysden.bsky.social,11,1,1,LEVEL_2_STRUGGLING,2026-05-01T19:38:44.375Z,paycheck to paycheck,wage_stagnation
at://did:plc:3aqsauq72odhf4w6mgkjw22b/app.bsky.feed.post/3mksfm5csv22b,"rebuilding our accounts just to drain them every month, if you aren’t living paycheck to paycheck like us plz consider tipping during the end of/ beginning of the month! It’ll mean a lot to us! And per usual, if you don’t have the money to spare , engage ! Lurking is literally the worst thing to do!",slxtty.bsky.social,11,1,6,LEVEL_2_STRUGGLING,2026-05-01T15:04:02.781Z,paycheck to paycheck,wage_stagnation
at://did:plc:yxh5kcse2j4nzffqxin5ps6b/app.bsky.feed.post/3mksofqrhck27,"In *1974* when my mom got her first paycheck from her college job, she had to mail it to West Virginia so her dad could deposit it! Nobody in Knoxville would let her open a bank account",hollyanderson.bsky.social,19,2,0,LEVEL_1_AWARE,2026-05-01T17:41:31.979Z,paycheck to paycheck,wage_stagnation
at://did:plc:boed3jggs7bbxasintuaoljj/app.bsky.feed.post/3mks6fc23it2y,"b) we are living paycheck to paycheck with no labor protection, with our ability to remain alive directly tied to our ability to keep our jobs. A lot of us are not in a position to miss work without either losing our job or being unable to feed our families.",alphapuppy.bsky.social,8,1,0,LEVEL_2_STRUGGLING,2026-05-01T12:54:56.656Z,paycheck to paycheck,wage_stagnation
at://did:plc:2d5tigfjv3z4zxadq7z3vcoe/app.bsky.feed.post/3mklnzwedok2y,"got a dollar raise at work today, i'm gonna start allocating a portion of my paycheck to commissions of morgan in various mundane scenarios that feel inexplicably fetishistic to look at",pupn1k.bsky.social,170,6,8,LEVEL_1_AWARE,2026-04-28T22:46:17.018Z,paycheck to paycheck,wage_stagnation
at://did:plc:u7da3ktncfshksj4b35hkqt7/app.bsky.feed.post/3mksva24cmc2q,"Ordered myself one new shirt this paycheck. I love this one in apricot. Can’t wait for it to get here. 

#frieren #mimic #frierenfriday",nebulamoon86.bsky.social,8,2,0,LEVEL_1_AWARE,2026-05-01T19:43:36.633Z,paycheck to paycheck,wage_stagnation
at://did:plc:ch7dooyhrtq5zpucy7wfps64/app.bsky.feed.post/3mku2j4qdp225,"YEP !
To him affordability is a foreign concept , because the sht stain in chief has never worked for his next paycheck or has never gone to the grocery store,and had to think how to stretch the money to cover two weeks of meals",1doglove.bsky.social,13,0,0,LEVEL_1_AWARE,2026-05-02T06:50:49.829Z,paycheck to paycheck,wage_stagnation
at://did:plc:3dso5wdcbem6ex2xygrn2tle/app.bsky.feed.post/3mkpriguurk2n,"Nobody came to BlueSky to be an influence Karen. We came over here to be left alone.

Black Twitter never held any power except to propel grifters who were able to turn social justice into a paycheck.",immaculateice.bsky.social,25,1,5,LEVEL_1_AWARE,2026-04-30T13:58:44.278Z,paycheck to paycheck,wage_stagnation
at://did:plc:pthcm6qvioi3hnn5hccvxer5/app.bsky.feed.post/3mkkwbx45pk25,They need a regular job because they live paycheck to paycheck paying various scammers promising to build a monorail or teach all the kids in their town to play instruments or to get in on the ground floor of a medical supply company focused on serpentes extracted oils.,hamiltwan.bsky.social,85,0,3,LEVEL_2_STRUGGLING,2026-04-28T15:41:16.427Z,paycheck to paycheck,wage_stagnation
at://did:web:pluralistic.net/app.bsky.feed.post/3mkpup3e4ii25,"Plexure advertises its ability to use surveillance to learn when a customer has just gotten paid so that vendors can increase the price of their usual breakfast sandwich order. This isn't aimed at wealthy people - it's explicitly designed to target people who are living paycheck to paycheck.

14/",doctorow.pluralistic.net,33,1,6,LEVEL_2_STRUGGLING,2026-04-30T14:56:04.694Z,paycheck to paycheck,wage_stagnation
at://did:plc:gqbnrqcblsjtcs4dgrw5itbw/app.bsky.feed.post/3mkkqn45cps2k,POV: Me looking for the perfect gift to send after I get my paycheck,throne.com,48,4,4,LEVEL_1_AWARE,2026-04-28T14:00:07.766910Z,paycheck to paycheck,wage_stagnation
at://did:plc:izowlgy2cewk7glm6ax6mnnf/app.bsky.feed.post/3mkijhj5kkk2d,"This is how you know the economy is really bad, 40% of Americans earning more than $500,000 per year are living paycheck-to-paycheck

/s",econberger.bsky.social,150,13,22,LEVEL_1_AWARE,2026-04-27T16:46:25.001Z,paycheck to paycheck,wage_stagnation
at://did:plc:ntozjojtvshojywsym7wbsca/app.bsky.feed.post/3mko5jmzm422b,$500k to live paycheck to paycheck,deus01.bsky.social,6,2,0,LEVEL_2_STRUGGLING,2026-04-29T22:28:49.704Z,paycheck to paycheck,wage_stagnation
at://did:plc:7ubkxgz65m5hvd6aj5zcrpt7/app.bsky.feed.post/3mkpnnuytsc2m,What absolutely needing to not understand what actually makes your life hell in America for your paycheck does to a mfer,moonstruckella.bsky.social,11,4,1,LEVEL_1_AWARE,2026-04-30T12:50:11.893Z,paycheck to paycheck,wage_stagnation
at://did:plc:iqfdqthkrvhigvy2hht3hprz/app.bsky.feed.post/3mkqeoqflj22v,"All insider trading must be banned. 

If you’re a politician, your job is to be humiliated. That includes your paycheck",big-steppa.bsky.social,10,0,2,LEVEL_1_AWARE,2026-04-30T19:42:16.685Z,paycheck to paycheck,wage_stagnation
at://did:plc:uo3ybji6jdcuaj2ozdfbbirx/app.bsky.feed.post/3mkptrw6ddk22,"Congress is taking another vacation 

Want a cushy job without having to actually do any work?

Drop out of school and pursue a career in the public sector 

Free Healthcare, steady paycheck, endless vacation time and access to insider trading opportunities 

Run for Congress today!",thedesertginger.bsky.social,37,5,12,LEVEL_1_AWARE,2026-04-30T14:39:49.790Z,paycheck to paycheck,wage_stagnation
at://did:plc:fgchyadhkrx72hmumkkgzxat/app.bsky.feed.post/3mkwrz2cgwc2o,"When I go back to work, aka earn a damn paycheck again, I kinda want to snatch that new Tomadatchi Life game and add moots to my island ☺️",thelustymoogle.bsky.social,6,0,0,LEVEL_1_AWARE,2026-05-03T08:56:39.686Z,paycheck to paycheck,wage_stagnation
at://did:plc:szh4a2s7o4cgahzpytm7gkpi/app.bsky.feed.post/3mkw4wbfnzs2m,She wasn't fired although that's the term we like to use. Trump transferred her to another bogus department. She'll still be getting a paycheck of taxpayers dollars.,jackiefromtexas.bsky.social,7,1,0,LEVEL_1_AWARE,2026-05-03T02:39:17.890Z,paycheck to paycheck,wage_stagnation
at://did:plc:nqw45ltueg3dlikfkj5eqyrp/app.bsky.feed.post/3mkqmycuk6d2d,"Facts:
📉 Inflation is up 3.3%
💀 Troops coming home in flag draped coffins
🏥 Millions lose healthcare
🏠 Rent is up
💡 Utilities are up
🛒 Groceries are up
🏡 Housing costs are up
👶 Childcare is up
📋 Insurance is up",lagunabeachdems.bsky.social,14,2,7,LEVEL_1_AWARE,2026-04-30T22:10:47.973Z,paycheck to paycheck,wage_stagnation
at://did:plc:rqkfh5xqd27ug6mzdhoxsqav/app.bsky.feed.post/3mkqudqlvac2k,"Medicare is insurance that you pay into with money from every paycheck throughout your life.  To add a work requirement when the policy finally can pay medical bills is an illegal additional charge for the insurance.
Does Sununu not understand how this works?",rjgny.bsky.social,23,1,2,LEVEL_1_AWARE,2026-05-01T00:22:27.662Z,paycheck to paycheck,wage_stagnation
at://did:plc:j7y3zeiws7oogjwpzorgjulu/app.bsky.feed.post/3mkxr444mfs2c,"Hey everyone I have $6 to my name until this Friday when my paycheck comes in, we only have a couple rolls of toilet paper left as well as needing deodorant and body wash and finally food. If you can lend us a hand this week it'd mean a ton.
venmo LKarnstein
ko-fi.com/fangypeach",laura.karnste.in,16,0,26,LEVEL_1_AWARE,2026-05-03T18:13:08.252Z,paycheck to paycheck,wage_stagnation
at://did:plc:wq75sxtabr36od4vty2ipg2y/app.bsky.feed.post/3mknjw7mrcs2c,"Most American families are living paycheck to paycheck. 

Instead of focusing on putting more money in people’s pockets, Trump has raised prices: he’s dragged us into an illegal war, pushed tariffs on consumers, and cut taxes for billionaires.

For working Americans? Nothing.",delauro.house.gov,16,2,5,LEVEL_2_STRUGGLING,2026-04-29T16:37:57.018Z,paycheck to paycheck,wage_stagnation
at://did:plc:zgi3qfrm46r7qr2jriw673gd/app.bsky.feed.post/3mkuammi2m22q,"There's a decent paycheck waiting at the NYT for any cis writer who wants to write chin-stroking articles about trans 'issues,' but a couple of quarters and a cigarette butt for the trans writers standing on the media corner with the sign reading ""Will write about my people for food.""",shelleybwoke.bsky.social,27,0,8,LEVEL_1_AWARE,2026-05-02T08:40:09.448Z,paycheck to paycheck,wage_stagnation
at://did:plc:2dxpuidhcdcttgrijicsphp2/app.bsky.feed.post/3mkiyqrrfh32u,"The term “unskilled worker” was invented to make it seem normal that people working 40+ hours a week are still living paycheck-to-paycheck.

It’s not normal AND it’s not acceptable.",seiu.org,66,0,24,LEVEL_1_AWARE,2026-04-27T21:20:02.07770848Z,paycheck to paycheck,wage_stagnation
at://did:plc:vnu6rzhsjw5qqgrwm67m3lyj/app.bsky.feed.post/3mkyjiddnys2s,"A few months ago, it was announced that Cohen gets a $35 billion stock option bonus if GameStop’s market cap hits $100 billion. This is just him trying to get a fat paycheck.",keenkero.bsky.social,5,0,2,LEVEL_1_AWARE,2026-05-04T01:29:28.279Z,paycheck to paycheck,wage_stagnation
at://did:plc:ovvxxktnggqglkkwfxdpscf2/app.bsky.feed.post/3mkijrnuxx22q,All of which are tough because they are expensive. But I am not paycheck to paycheck.,besttrousers.bsky.social,73,1,0,LEVEL_2_STRUGGLING,2026-04-27T16:52:05.509Z,paycheck to paycheck,wage_stagnation
at://did:plc:igwiu77aahaws7353op3bwxl/app.bsky.feed.post/3mkqcszqhv22b,hi democrats the biggest chunk of my fucking paycheck goes to health insurance that doesn’t actually cover any fucking healthcare (that i then need to pay for out of pocket) not state fucking income taxes you fucking fucknuts,nyjanelane.bsky.social,21,2,0,LEVEL_1_AWARE,2026-04-30T19:08:53.212Z,paycheck to paycheck,wage_stagnation
at://did:plc:wlxmovqrcg4vnm7xgzwfuqu2/app.bsky.feed.post/3mkiouvagp227,"This survey is meaningless because ""paycheck to paycheck"" means ""make progress on financial goals"" which is actually not the common definition of paycheck to paycheck. But really you should be skeptical of it just by looking at the results.",ratelimitexceeder.bsky.social,31,4,4,LEVEL_2_STRUGGLING,2026-04-27T18:23:22.597Z,paycheck to paycheck,wage_stagnation
at://did:plc:qrpcpr4bvsfncr2slrdgfvcf/app.bsky.feed.post/3mkngoj76vs2z,"When I was starting out, a full half of every paycheck from my day job went straight to the artist.",benkahncomics.bsky.social,13,0,2,LEVEL_1_AWARE,2026-04-29T15:39:57.403Z,paycheck to paycheck,wage_stagnation
at://did:plc:kwxpje5qog6wwndagwbssatp/app.bsky.feed.post/3mksmwjvoh22o,The actor is considering taking the studio to mediation after receiving a smaller paycheck than Colman Domingo and Miles Teller.,avclub.com,5,0,1,LEVEL_1_AWARE,2026-05-01T17:15:05.738Z,paycheck to paycheck,wage_stagnation
at://did:plc:zbruturp4yberpcvrljzgog4/app.bsky.feed.post/3mkvh3tyvtk2c,This may sound awful but like I was willing to take some big hits (my partner and I live paycheck to paycheck too) but I’m more worried they’re going to touch the stove to the tune of a third degree burn and it may not matter as much as we thought.,riceandsalt97.bsky.social,8,2,1,LEVEL_2_STRUGGLING,2026-05-02T20:08:42.847Z,paycheck to paycheck,wage_stagnation
at://did:plc:qhmmmihxl2c6cujvxvr3jklc/app.bsky.feed.post/3mkqvsdjjak26,Medicare is OURS.  We were forced to pay for Medicare and Social Security out of every paycheck.  Not working!,mountaingirl.bsky.social,7,0,1,LEVEL_1_AWARE,2026-05-01T00:48:31.011Z,paycheck to paycheck,wage_stagnation
at://did:plc:jgykgyxiy7hqrbxewjw3otz3/app.bsky.feed.post/3mkpckwrrgs2f,She had the police waiting for her because she told her boss that she wanted to be paid for the overtime that has never shown up in her paycheck. Her boss assumed incorrectly that she was illegally here. Be careful out there.,canaansdad1987.bsky.social,21,2,18,LEVEL_1_AWARE,2026-04-30T09:31:41.936Z,paycheck to paycheck,wage_stagnation
at://did:plc:dflosfsa73xjfghxktocggqd/app.bsky.feed.post/3mkmzisdsic27,"it's so fun seeing people you enjoyed talking to basically saying they would've been fine killing your entire family if it god them a Lockheed paycheck, whatever man",solidbeato.bsky.social,21,1,1,LEVEL_1_AWARE,2026-04-29T11:44:07.021Z,paycheck to paycheck,wage_stagnation
at://did:plc:envglgqy5xbz4ipmr2j7sn4w/app.bsky.feed.post/3mky6tcmmys2v,80% SALE ON PINK CHERRY FOR MAY!! BOUT TO GO CRAZY WITH MY PAYCHECK BITCH!!,urgirlyjazz.bsky.social,2,0,0,LEVEL_1_AWARE,2026-05-03T22:18:45.463Z,paycheck to paycheck,wage_stagnation
at://did:plc:kpfik75ah5252cc7y72nwyok/app.bsky.feed.post/3mkqd4uhyx22l,"I just got a bonus on next paycheck because I’ve been doing a really good job and my boss wants me to consider doing full time with the potential of a pay raise..

I’m.. really proud of myself. I have to push myself hard to be able to use my legs so much and it’s paying off.",eldritchgrandpa.bsky.social,22,2,0,LEVEL_1_AWARE,2026-04-30T19:14:23.236Z,paycheck to paycheck,wage_stagnation
at://did:plc:brlra5qviwsbansrgtrtcnn6/app.bsky.feed.post/3mkunmmbjvk2g,"Nia Long reportedly fighting Lionsgate over lower Michael salary than male costars

The actor is considering taking the studio to mediation after receiving a smaller paycheck than Colman Domingo and Miles Teller.
#lionsgate #media #news",media-news.at.thenote.app,6,0,4,LEVEL_1_AWARE,2026-05-02T12:32:47.809Z,paycheck to paycheck,wage_stagnation
at://did:plc:dlipaluzufa4hu5a3l5uu4xk/app.bsky.feed.post/3mkse4vhj6s2d,i am so tired of somehow - even with my fulltime job - barely being able to even live paycheck to paycheck 😭,maldelune.bsky.social,13,0,0,LEVEL_2_STRUGGLING,2026-05-01T14:37:37.488Z,paycheck to paycheck,wage_stagnation
at://did:plc:gfu5kgdlykuc36ykv65wtd3p/app.bsky.feed.post/3mktevjyroc2f,"Me: I’m going to quit my job.

*Sees paycheck*

Me:",qtarantino.bsky.social,2,2,0,LEVEL_1_AWARE,2026-05-02T00:24:04.069Z,paycheck to paycheck,wage_stagnation
at://did:plc:tgz2mvouh2xcxcfjoz2fbvgn/app.bsky.feed.post/3mkqel6za3k2r,i’ve been waiting almost 2 years trying to decide whether or not to talk about this. $200 is half a paycheck for me at my day job and they made more money than that off of stealing the thing i paid for with that hard-earned money,princesscarnival.bsky.social,24,5,1,LEVEL_1_AWARE,2026-04-30T19:40:17.790Z,paycheck to paycheck,wage_stagnation
at://did:plc:x7srox3it3f7oynvzjbfeq4e/app.bsky.feed.post/3mknrrkl5yk22,"Josh Marshall: ""Silicon Valley's antic, disruptive and network-creating culture went from things that happen on your laptop and your phone to things that happen to your body, your paycheck and possibly the future of your species.""",talkingpointsmemo.com,16,0,4,LEVEL_1_AWARE,2026-04-29T18:58:30.147Z,paycheck to paycheck,wage_stagnation
at://did:plc:oo2lfxnp64qajsmsawwpunuy/app.bsky.feed.post/3mkw47niwjs2h,"He's a cancer on this country.  The arrogance, blatant corruption, lies, and disrespect for human life by this regime is disgraceful but the regime doesn't care as long as they can continue to laugh at their own lies and collect a taxpayer funded paycheck with insider trading as a side hustle.",kazzmo.bsky.social,8,0,1,LEVEL_1_AWARE,2026-05-03T02:26:38.825Z,paycheck to paycheck,wage_stagnation
at://did:plc:2vpnb73fz2bjz2j53zhtinzt/app.bsky.feed.post/3mkq2vlvkds2n,It's like he's being punished for working for them and giving bits of his paycheck back to them lol,rachael-the-hobbit.bsky.social,8,1,1,LEVEL_1_AWARE,2026-04-30T16:47:09.428Z,paycheck to paycheck,wage_stagnation
at://did:plc:5qbtttqve4jl7wqksc3zuhor/app.bsky.feed.post/3mknvdwhnd22s,10% of your paycheck is insane imagine getting priced out of mormonism because you needed to feed your little snotbreathed children,supersquidoodle.bsky.social,13,2,0,LEVEL_1_AWARE,2026-04-29T20:02:28.341Z,paycheck to paycheck,wage_stagnation
at://did:plc:exxuoika2qlqlk7oidz3pkq7/app.bsky.feed.post/3mklfizqy6k2r,"Although tbf an article interviewing someone in my income bracket would be years after years of ""yep, still living paycheck to paycheck because the rent gobbles up everything I make, as it has my entire adult life"" so that doesn't really make for a compelling article",skwinnicki.bsky.social,21,0,0,LEVEL_2_STRUGGLING,2026-04-28T20:13:40.218Z,paycheck to paycheck,wage_stagnation
at://did:plc:whdyuznluo6jkl664y5xylr6/app.bsky.feed.post/3mkio4mnq222k,"in this case living paycheck to paycheck is defined as ""it's hard to meet my longer-term financial goals"" which.... yes, it is",michaelcaley.bsky.social,20,2,1,LEVEL_2_STRUGGLING,2026-04-27T18:09:48.289Z,paycheck to paycheck,wage_stagnation
at://did:plc:fhugckc36sqjjrtrn4je3uqd/app.bsky.feed.post/3mkxwdvwqs226,Don't neglect that people living paycheck to paycheck can't climb out of debt.,jeromecylin.bsky.social,1,0,0,LEVEL_2_STRUGGLING,2026-05-03T19:46:58.913Z,paycheck to paycheck,wage_stagnation
at://did:plc:ycbo7utsfxlp4vsgrjgk4zp6/app.bsky.feed.post/3mkv5g7ix422e,"Get this through your head, because they sure as hell want you to forget it. Every person in power in this country works for you. The President, Vice President, every Cabinet secretary, every senator, every bureaucrat collecting a federal paycheck. 👇

podcasts.apple.com/us/podcast/y...",mitch.social,11,0,5,LEVEL_1_AWARE,2026-05-02T17:15:33.033Z,paycheck to paycheck,wage_stagnation
at://did:plc:nl7xqf5fcoa5bikpfrpmrfy6/app.bsky.feed.post/3mkotxqpyyk22,"Leftists will be like ""We need to buy this small army's worth of guns for the Revolution,"" and then call a trans woman a war criminal if she earns a paycheck making the guns.",psychopompgecko.bsky.social,9,0,4,LEVEL_1_AWARE,2026-04-30T05:10:25.664Z,paycheck to paycheck,wage_stagnation
at://did:plc:m2jtaxtsubejixbvpxwmo2sm/app.bsky.feed.post/3mkkypsvams2v,"Don’t want to be rude to Franceska, but I’m pretty sure the government isn’t taking half of a deckhand’s paycheck",kakotechnia.bsky.social,14,0,0,LEVEL_1_AWARE,2026-04-28T16:24:49.255Z,paycheck to paycheck,wage_stagnation
at://did:plc:5actjj2cxwehhly4t62worej/app.bsky.feed.post/3mkslnoo42c2l,"I remember talking to someone at a party in L.A. and learning that they used to work in Grand Rapids and I asked if the DeVos family paid their paycheck, and they were wide-eyed like How did you know? It's cuz half the city is forced to be in their pocket it's their Christian nationalist playground.",aprilwolfe.bsky.social,8,0,1,LEVEL_1_AWARE,2026-05-01T16:52:16.981Z,paycheck to paycheck,wage_stagnation
at://did:plc:66splongwudvxfckjnk6p4tt/app.bsky.feed.post/3mkgrocxdvk23,People do all kinds of embarrassing things to keep their jobs when they need a paycheck,truebluemajority.bsky.social,116,5,5,LEVEL_1_AWARE,2026-04-27T00:08:03.847Z,paycheck to paycheck,wage_stagnation
at://did:plc:nxlh63mkcieh3tjloibre7hp/app.bsky.feed.post/3mkrxs2otdc2f,"My parents are able bodied, and in mid 80s and mid 70s. (My dad actually only retired at 75 when I got my first attending paycheck). 
Doing menial labor as an able-bodied 70 or 80 something is a very quick way to no longer be able bodied and increase #medical costs. 
F*** all the way off",soumya-goblue.bsky.social,20,2,3,LEVEL_1_AWARE,2026-05-01T10:56:48.969Z,paycheck to paycheck,wage_stagnation
at://did:plc:ju5ut5kwg637eivkzjnmigbi/app.bsky.feed.post/3mkmyyhgkmk2y,"It’s sad to know that you’re going to be poor for the rest of your life and there’s nothing you can do to escape it, despite all your best efforts. You’re always going to be living paycheck to paycheck, always struggling.",queenrayna1337.bsky.social,18,4,0,LEVEL_2_STRUGGLING,2026-04-29T11:34:58.706Z,paycheck to paycheck,wage_stagnation
at://did:plc:wwkc6yq4yoebk6q75hjls5qa/app.bsky.feed.post/3mkni2p3n6c2y,I would donate my paycheck to bail out the person who loss control.,msjackson.blacksky.app,4,1,0,LEVEL_1_AWARE,2026-04-29T16:04:39.973Z,paycheck to paycheck,wage_stagnation
at://did:plc:7jexsinf3bh3tll5x5n7cyg5/app.bsky.feed.post/3mksmmvxmd22i,"Because it gives Anthropic legitimacy, they get to tout how good they are for supporting a good cause, while actively stealing from everyone and burning the planet.  And it damages trust with blender.  How long until the paycheck is big enough that they ignore feedback for a payday?",temporalwolf.bsky.social,15,0,0,LEVEL_1_AWARE,2026-05-01T17:09:44.821Z,paycheck to paycheck,wage_stagnation
